urdu,roman-urdu
صوبوں,sobon
کی۔(پ،التین:۔,ki (p 
بکی,bakki
اندازی,nazar
خوش پرواز,khush-parvaaz
اشتراک,ishtirak
بے,bee
موتھی,mothii
مشرح,musharrah
فارغ البالی,faarigul-baalii
رقصاں,raqsaan
حلبیب,halbiib
مؤثرہ,muassira
حفادت,Hifadat
معرفت,Muarfat
درشنا,Darshna
باندھنا,bandhna
گیر,giir
پچھونتا,pichhauntaa
پیکٹ,packet
چندوی,chandvii
اودھ,avadh
جماعت ِ,jamate
ثلاثی زمانہ,sulaasii-zamaana
مکانی امتداد,makaanii-imtidaad
گانڈر,gaandar
مجسطی,mijastii
آمد,amad
صنعتی انقلاب,san'atii-inqilaab
اشکانیان,ashkaniyaan
گاڑوں,gor men gaaduun
لیفٹنینٹ,lenutinent
دراصل,dar-asal
شیشیtañg,waali
جذبات,jazbat
بہانا,bahaanaa
مسنون,masnun
خوباں,khuubaan
مدھ بھرے,madh bhare nain
عصاے یعقوب,asaa-e-yaa'quub
رسالہ بازی,risaala-baazii
انار دانہ,anaar-daana
چندھاپن,chundhaa-pan
خور و خواب,khur-o-khvaab
وارداتوں,wardaton
حشرات,hashraat
خلیدہ,khaliida
معادلت,mu'aadalat
کواٹرز,quarters
چاروہ,chaarvaank
کنکٹ,kankatii
تھے ،اُس,the
مستمند,mustamand
معتدی,mo'tadii
ہٹنا,hatna
پھسلانے,phuslaane
تیر شہاب,tiir-e-shihaab
مجتمع الحواس,mujtama'-ul-havaas
اوائل,awail
موقف,bahut
جولاہ,juulaah
رہے,rahi
ذیل,zael
پامان,Paman
چشمک فگن,chashmak-figan
بربٹا,barbataa
Skin,skin
ڈنک,dank
عزم الامور,azm-ul-umuur
اشتاد,ashtaad
نسیم,nasim
قلندرانہ,qalandrana
پلے,bndhn palley
نگاہ شوق,nigaah-e-shauq
رامے,Ramey
دنبل,dumbal
شہور,shuhuur
زردشتی,zardushtii
مسفر,musfar
اس,iske
پوری,muddat
چینی,chinese
مانک,Maank
ترشائی,turshaaii
معرکہ,marika
اسے,bhi
تہہ,tahdaar
اقداح,aqdaah
دوکا,duuka
دینار,diinaar
ڈھلنا,dhalna
ٹرن ٹرن,taran-taran
مکرر,mukarrar
قابل ازدواجیت,qaabil e azdawaajiyat
ٹکڑا,tukra
فریفتگی,fareyftahgi
بچالے,bacha
سی این این,cnn
پلاسینہ,palaasiina
ٹکنا,tiknaa
ماثر,Maasir
خودستا,khud-sitaa
سبکا,subkaaii
انسٹال,installment
نینسی,nansi
ٹنیا,tunyyaa
ادعیات,ad'iyaat
حورا,huuraa
شہیم,shahiim
ٹھوک,thok
شاد نامہ,shaad-naama
برسائی,barsayee
بخیہ دری,bakhiya-darii
دینار,Dinar
دریا موج,dariyaa-mauj
سیف الدین,Sayfuddin
آیند,aayinda
اربرا,arbaraa
ہوئی,hoti
بائیں,bayeinright
وبائی,vabaaii
ممانی,mumaanii
نمک کا ڈھیلا,namak kaa dhelaa
لگژری,luxary
گراز,guraaz
موریتانیہ,moritaniya
نقش بند ازل,naqsh-band-e-azal
مظاہر,mazaahir
حرام,haram
تفصیل,tafseel
ہوجا,hoja
رازق,Raziq
سخرت,Sakhrat
گرین کارڈ,green-card
مجروریت,majruuriyyat
سرگزشت,sarguzisht
محصل,muhassal
سالف,saalif
دھرور,dharor
سمسار,samsaar
پڑنہار,padanhaar
داہی,daahii
تجربہ,tajrihbah
ذیلی تقسیم,zailii-taqsiim
سنائے,sanaa-e-makkii
موجر,muujir
ان,unse
لہو,lahuu
برباد کرنا,bar baad karna
تیئیس,tayees
چیمونگ,chemung
مکڑی,makdii
ساونت,Saawant
رساء,Rasaa
مشک بو,mushk-buu
عفشال,Afshal
لچکیل,lachkiila
سناتا,sunataa
بچا بچایا,bachaa-bachaaya
چیمپئنز,champions-trophy
وحشیانہ,vahshiyaana
تناول,tanawul
عیسیٰ,bin
سبحان اللہ,Subhanallah
تعمیہ,Tamia
صحبت شبینہ,sohbat-e-shabiina
مشک فشانی,mushk-fishaanii
ابنِ,ibn-e
اپھرو,aphroktaa
روو,roopa
ایل,l
مڈاسا,mudaasaa
ڈلڈلی,daladali
انسان,dwstinsaan dost
رہے,pooj
محال,mohal
لوید,Loweed
ناران,naran
کم ہنری,kam-hunarii
دلبراں,aalam-e-dil-baraan
چرکا,charkaa
سیڑھیوں,sidhiyon
لاکھ,laakh
قانون طلب,qaanuun-e-talab
یافتہ,tarbiyat yaaftah
بلرام,balram
بائن,baain
درانتی کا,phldaraanti ka phal
گراؤنڈ فلور,ground-floor
یوکرین,ukraine
ہیش,haishar
مطلع,matla'
رمایہ,Rimaayah
غرانیق,gharaniq
طباقی,tabaaqii
نعتیہ,naatiya
رموز سیاست,rumuuz-e-siyaasat
شہتوتی,shahtuutiya
وصایت,vasaayat
شعوریت,shu'uuriyat
ٹھرر,tharar
ٹھیکان,thekaan
فوجی تربیت,faujii-tarbiyat
اردہ,iradadh
چتر کر,chitr-kar
انگیز,angeyz
زہرہ,Zaharah
چھپائ,chhapaa
نوازش,nawaazish
کیا,insaan
جموا,jamuaa
نوچم ناچی,nocham-naachii
قیان,qiyaan
سخن ساز,sukhan-saaz
سطیح,satiih
چبھے,chubhe
کہاں,timad
جنتر منتر,jantar-mantar
چکمہ دار,chakma-daar
عروقی,uruuqii
چڑھانا,chrhaana
کافر,kafar
بہو,bahu
کالا لوبھیا,kaalaa-lobhiyaa
فطرتی,fitratii
موٹا دیدہ,motaa-diida
ایاد,Ayaad
عاشورہ,ashura
فتق,fatq
کاؤس,Kaoos
سیاسی قیدی,siyaasii-qaidii
تفقہ,tafaqquh
جزیرے,jazire
ویں,ween
گل فشاں,gul-fishaan
لے,thaam
کو,rakhte
آلاپنا,aalaapnaa
باڈر,border
معاشیات,ma^aashiyaat
متعلقہ,muta^alliqah
کہے,baar
فائل,file
لغایت,ligaayat
جنگلی,chwhjangli chuuha
قاضیہ,Qaziya
مکھڈی,makhdi
یعلی,ye liijiye
گردوں سریر,garduun-sariir
نفسیاتی,nafsiyaatii
مددگار؟,madadgaar
زیادہ گوئی,ziyaada-goii
بد مذہب,bad-mazhab
جھنڈا,grrnjhanda garna
آبش,Aabish
عینین,ainain
آو,ao
سرفراز,Sarfaraz
کراؤن,crown
کی, kee
کار,kaar
اب,apni pehli bivi ko talaq ko talaq(ab
باسعود,Basaood
مجاعت,majaa'at
گیتی آفرین,Geti Afren
دبا,dabaa
سعیر,sa'iir
اپنی آگ,apnii-aag
لاحفہ,Laahfah
نمائشیں,numaishein
افرہ,Afrah
نند,nand
ننگا پن,nangaa-pan
بھد,bhad
دہقانی,daehqaani
ڈرتی,juutii dartii hai
معاون دریا,mu'aavin-dariyaa
رامن,raaman
طبلچی,tabalchii
داکھ,daakh
بھگا,bhagga
نکھرتی,nikharti
وارتا,varta
داماس,daamaas
شرافت,sharaafath
دکن,deccan
پاتھود,paathod
چھان بچھان,chhaan-bichhaan
نقدی,naqdii
خوش رفتار,khush-raftaar
منعم علیہ,mun'am-'alaih
زہیدہ,zaayida
تکڑا,tukdaa
متغیر,mutaghayyar
نیم لاحقہ,niim-laahiqa
بنگلہ,bangla
خفقانیت,khafaqaaniyyat
دھریت,dahriyat
نجومی,najumi
قیاس,qiyaas
میکانکی کام,mekaanikii-kaam
انجلا,Injilaa
بتائیں,bataen
احرام,ehram
گیارہ,gyara
بازگشتہ,baaz-gashta
لذتی,lazzatii
نابر,naabar
مصیطر,musaitir
تخفیف اسلحہ,takhfiif-e-asliha
الہڑ,ullhar
تبدیلی دل,tabdiilii-e-dil
ٹربنگا,tirbangaa
پستہ قد,pasta-qad
خزانۃ العلم,khazanatul ilm
ہیں,haiyaha
مچنا,machna
کیفی,Kaifi
اخذالبرد,akhz-ul-bard
بازو,bayein
شوروغل,shor-o-gul
آواز,aawaz
شہادت زبانی,shahaadat-e-zabaanii
جنسیات,jinsiyyaat
تصور,Tasawwer
رائیگان,raaegaan
عالم آراء,Aalam Aara
لٹھا,lattha
اجرک,ajrak
کراؤ,karao
نباتی جغرافیہ,nabaatii-jugraafiya
بپنس,bapans
ویلفیئر,welfare
ہرالڈ,hirald
چندر مکھی,chandra-mukhii
گا،,us
الویہ,Alwiya
موفق,Mofiq
ٹکارڈ,tikaard
کاغذی لیموں,kaagazii-liimuun
گاڑ,gaar
حلاجی,hallaajii
شجرہ,shajrae
سُمن,suman
گہوارہ,gaehwaarah
ہزار حیف,hazaar-haif
چننا,chunnaa
جمرہ,Jumrah
فوقانی,fauqaani
سیعہ,sia
دھندیلا,dhandelaa
سوانح عمری,savaaneh-'umrii
نومن,noman
رکت چندن,rakat-chandan
دودھیا,duudhiya
فلک شگاف,falak-shigaaf
بھگوت,bhagwat
نرملا,Nirmala
کریں،,drink
عیارگی,ayyaargii
منارا,Manara
شنشی,shanshii
مفعولیت,maf'uuliyyat
تمبرو,tumbaruu
مصلحت‌,maslahat
غنا,Ghina
لمیس,Lamees
میر محفل,miir-e-mahfil
پوری,mahino
مہروی,mehrawi
سماجی سائنس,samaajii-science
تعدیت,taa'diyat
پگھل,pighal
یہودی,yahudi
نعمائے خداوندی,naa'maa-e-khudaavandii
آسودے,aasuude
ولیم,villiam
مہکتے,mahakte
راگیری,raagiirii
اپلا جنگلی,uplaa-jangalii
جھانٹا,jhaantaa
ولیل,Walil
تبدیلی,tabdeeli
فاجری,faajirii
جلادی,jallaadii
شہزادہ,shahzadah
yak,tuutna
سیاہا,siyaahaa
ملکوتیہ,malakuutiya
چپیڑ,chaped
جزیل,Jazeel
لال سرا,laal-siraa
گرفتار کرنا,giraftaar karnaa
منتہائے مد,muntahaa-e-mad
پہناور,pahnaavar
آوازوں,awaazo
ہانیہ,haanii honaa
حادث,Hadis
راجدھانی,rajdhani
ناسور زدہ,naasuur-zada
معاون حروف عطف,mu'aavin-e-huruuf-e-'ataf
اوڈھنگا,uudhangaa
متبادلہ,mutaabaadilah
عمیم,Amim
جنوبی,janoobi
شمیط,Shameet
نویہ,nawayye
قطرہزن,qatra-zan
کوئی پل,koii-pal
دروف,daroof
روبکار نویس,ruu-ba-kaar-naviis
مشابہتی,mushaabahatii
زاںزاں,zaan-zaan
انیلا,Anila
زلیخا,Zuleekha
ہاتھ کنگن,haath-kangan
پڑھاتے,parhatey
مور خوار,mor-khvaar
لاوی,laavi
اتارے,otaray
ہونان,honaa na honaa
سے,meyn
منہ,khr
کم ظرف,kam-zarf
مینکو,menko
گزدر آباد,gazdarabad
چپٹی ناک,chaptii-naak
مدپان,mad-paan
محفل کی رونق,mahfil kii raunaq
لیگ اسپنر,leg-spinner
جھٹکنا,jhataknaa
ایتھنز,athens
زکریا,Zakariya
پروشی,prussiaii
ناکارہ بنانا,naa kaarah banaana
انليس,unless
مؤرخین,muarrkhiin
عہد میثاق,ahd-e-miisaaq
تھے,jaise
چنڈیا,chundiyaa
ننگا,khrnnanga karna
روباہ گیری,ruubaah-giirii
ٹھوسے,thuuse se
پھیپڑے,pheyprey
چھانو,chhaanvn karnaa
دکھائیں,dikhaye
بدلنے,badalne
ویک,weak
دوسرے تیسرے,duusre-tiisre
طورسینا,tuur-e-siinaa
پلمیں,pal men
خاموشی,khaa moshi
ٹھوکائی,thukaaii
چرخ انداز,charkh-andaaz
کھلتی,khult
مغربی,maghribi
طبالت,tabaalat
ٹھاکرائی,thaakuraaii
راونتی,raavantii
نفس الحال,nafs-ul-haal
محب,Muhib
زیر بریاں,zer-biryaan
لیوس,layuus
طوفان بدوش,tuufaan-ba-dosh
محروم,se
بہت,sunay
تار تلنگا,taar-tilangaa
جبڑے,jabde
سنگا,sangaa
تمہارے,haq
نیم عریانی,niim-'uryaanii
وعدۂ,vaada
غازیہ,Ghaaziyah
ملٹری,military-man
کرتے،,karte
جوڑباز,jod-baaz
تنزیل,Tanzeel
روکھ جوئیں,ruukh-juuen
اراضی معافی,araazii-e-ma'aafii
خدا کی درگاہ,khudaa kii dargaah
نمک ہندی,namak-e-hindii
مدرکہ,madraka
ریندھا,raindhaa chalnaa
پٹا,pataa
منڈان,mandaan
شکر ریزی,shakar-rezii
نابر,Naaber
ڈھانپ,dhaanp
ناٹمگار,naatamgaar
حساب سے باہر,hisaab se baahar
اگر,haan
توضیح,Tauzih
سے,lele
سہالیاں,gaaliyaan-suhaaliyaan
بھاگتا,bhaaghta
وه,to
نچولک,nicholak
کمشنر,commissioner
نبض وریدی,nabz-e-variidii
زمین,khane
شیر گیر,sher-giir
برکنا,buraknaa
جھانپا,jhaanpaa
منصوری کاغذ,mansuurii-kaagaz
علم,ul
منزلیں,manzile
ہو,jayega
ارنڈ,arand
تنہا باش,tanhaa-baash
ذمام,Zimaam
خود آشنا,khud-aashnaa
دو,daalo
طالش,talish
ندمان,Nadmaan
سرور کونین,sarvar-e-kaunain
شاہ ناگ,shaah-naag
جھڑکی,jhirki
تک,yahaa
عجلت,bey ujlat
اگر,wo
جاری,jaari
عدہر,Idhar
فٔٹ,fight
ہم نبرد,ham-nabard
بچھڑ,bichhdii
پیچا,peycha
نبض ذنب الفار,nabz-e-zanab-ul-faar
شعوری کاوش,shu'uurii-kaavish
نضج,nuzj
حافظ الباری,hafizul bari
اسہیہ,asahya
اطلاعات,itlaaat
دھمکی,dhamki
چھڑا,chura
نکولس,nicolas
آنا,aana
زواہر,zavaahir
گنبدوں,gumbadon
نکھارنا,nikhaarnaa
میں,maine
خطرے,khatray
قیا,qya
تزئید,taziid
ماہ عید,maah-e-'iid
تبدیل ہیئت,tabdiil-e-haiat
رخشندہ,rakhshanda
کسی,azaab
مزا,mazaa
شامیخ,Shamikh
بوذر,buzar
پہنچانا,pahunchaanaa
عالم مجمل,aalam-e-mujmal
چاہ در راہ,chaah dar raah
نور کا گلا,nuur kaa galaa
بُلوج,Buluj
کمیلا,Kamilla
ان,duno
تھیتھلا,thethlaa
جداجدا,judaa-judaa
ذیلی,zailii
الکاہل,al-kaahil
قبر پرست,qabr-parast
فرمانا,farmana
زیاده,ka
اویذ,aaweyz
آئین,aaiin
انارکلی,anarkali
استعفٰی,isteefe
بھوکتا,bhoktaa
تزمیر,Tazmir
الرضîlm,arz
شیشے,my
نہ,rok
ہوٹ,hotgirl302
مکینکس,mechanics
انتفاخ,intifaakh
برقرار,zameen
دوشگ,Doshag
اٹھانے,uthaane
شک,wa
توشے,toshe
ٹمٹم,timtim
ڈسسارڈ,discard
للہ,laalah
بیرکوں,barrackon
نادانستگی,naa-daanistagii
فادز,faad-zahr
اسپيسال,special
تعاقل,Ta'aqul
ابھی,lo
اندھیر کھاتا,andher-khaataa
ارم,Erum
غوطی,gotii
لقلیط,laqeet
تفصیلا,tafsiilan
جانا,par
روایات کا پھندا,rivaayaat kaa phandaa
فہقہ,fahqa
آندرے,Andary
شتربان,shutur-baan
امام,Imaam
ایک,dam
اناتھ,anaath
دیکھنے میں,dekhne men
نزیل,nazel
مترادف,mutaradif
پڑتال,par taal
مجاز,Mujaaz
سپڑ,sapar
کوبستی,ko basti
بھلڑ,bhullad
شور خروش,shor-o-kharosh
حارق,haariq
صروع,Sarooh
مارواڑی,maarvaadii
قاہی,Qaahi
جینیاتی,jeeniyati
مومنو,momino
روجان,ro jaanaa
خسی,khasii
سیدھا کرنا,siidha karna saada
امیر جامہ,Ameerjama
ظہور,zahure
پنیا,paniya
چور پری,chor-parii
دہلنا,dahalnaa
ڈھاتا,dhata
سیارا,Siara
موت کا دہانہ,maut kaa dahaana
حالاتِ,halaat
کیونکر,kyonkar
زشت خو,zisht-khuu
مدوریہ,midvariyya
روشنائی,mazeed
وزنی,wazni
دھجی,dhajjii
محبوب القلوب,mahbuub-ul-quluub
چیپلن,chaplin
مصنوعی انداز,masnuu'ii-andaaz
طاق,taq
اکیل پن,akelpan
قشلاق,Qashlaaq
نعض,naaz
شیطان کا شاگرد,shaitaan kaa shaagird
آسمان جونی,aasmaan-juunii
ہے،,teri
ناکتخدا,naa-katkhudaa
تراضی,Terazi
ٹائپ شدہ,type-shuda
خلیل اللہ,khaliilullaah
مگرا,mugraa
کج روی,kaj-ravii
اجاگر,ujaagar
متلازمات,mutalaazimaat
تمنائے,tamannaa-e-shahr-e-dil-o-jaan
گیسی,gasi
ازخود,az-khud
آرائندہ,aaraainda
تعجب,aulad
دکھلائیں,ta
کرادیا,karadiya
سٹے,sate
جائے،,bhol
چار چوبی,chaar-chobii
کوشاں,koshaan
اراقات,iraaqaat
سچے,sachey
گھڑی وار معیار,ghadii-vaar me'yaar
داسی,daasii
ثمود,samood
بہلی,bahlii
نو تشکیل یافتہ,nau-tashkiil-yaafta
سنیا,sunya
مستقیم ڈاٹ,mustaqiim-daat
دتندا,ditandaa
مطالعاتی,mutaali'aatii
پرپکوہ,paripakiva
لوزیانا,lozyana
مناجات,munajaat
دھمکیوں,dhamkiyon
ارسلان,Arsalan
خدرہ,Khudrah
نوید صبح,naved-e-subh
گزرگاہ,guzargaah
گھبرا,ghabraa
شغا,shagaal-tab'
گراہک,geraahak
میکانکیات,mekaanikiyaat
قرأت,qiraat
جھوٹ بولنا,jhuut bolnaa
ٹیبل کلاتھ,table-cloth
رموز,Rumuz
دھماکا,dhmaaka
جاعل,jaa'il
دیں،,de
سکیات,sikkiyaat
کفیل بالمال,kafiil-bil-maal
تلپنیاں,telpaniyaan
اعانت,a-aanat
مواقع,mauqa
نیل,niil
تعریف,taa'riif
حمدون,hamduun
روئے کتابی,ruu-e-kitaabii
سنجیدہ فرد,ghaer sanjiidah fard
زابوم,Zaboom
کہرا,kohra
ڈویزن,division
جواد,javvaad
عوض,ewaz
نو آبجکشن,no-objection-certificate
نافرہ,Nafrah
بلیک میلر,black-mailer
بھی,inaan
رضوی,Rizvi
کلیات,kulliyat
مفتخم,muftakham
بھایوں,bhaiyon
آل پاک,aal-e-paak
منیں,manen
چبھنا,chubhna
عشق باز,ishq-baaz
گلزار رضواں,gulzaar-e-rizvaan
بحرانی,bohraani
عماد,imad
naa,muraafe^ah
نو مہینے,nau-mahiine
پربھ,pirabh
حزنیہ,huzniya
عبادت,khrnebaadat karna
ماذنہ,maazana
نحق,nahaq
ایمانا,iimaanan
ناخنی,naakhuna-naakhunii
)پاور,) power
کیسانیہ,kaisaaniya
کھڑا,par
چھونڈا,chhaundaa
تمیمیہ,Tameemiya
ارسطو,Arastoo
نابتی,naabatii
تھے،,is
حاضرین,hazrin
آریائی,aaryaaii
بھکڑا,bhukdaa
پیامبر,payaam bar
اودے,uude
جاگیر,jageer
کرو,karo
گتار,gitaar
لتھیڑ,lathed
شہرت,Shuhrat
شوق لقا,shauq-e-liqaa
دانیا,daaniyaa
تبیدہ,Tabeedah
لعبت,Lobat
امروتی,imrautii
نزہت آباد,nuzhat-aabaad
شامت زدہ,shaamat-zada
دوزخ,blazing
نشیما,Nashema
ملی میٹر,millimetre
کلام بشر,kalaam-e-bashar
اُمید,Omeed
فاقعہ,faaqa honaa
تخشب,takhshub
نارپستاں,naar-e-pistaan
جرثومی,jursuumii
مشقت,mashakkat
جاصم الدین,Jasim Ud Din
نقدوتبصرہ,naqd-o-tabsara
جیٹ جہاز,jet-jahaaz
واہا,waaha
رنگ رلیاں,rang-raliyaan
حصی,Hasi
مزاحف,muzaahaf
نورس,Nouras
ڈبل چال,double-chaal
ذہول,zuhuul
طبشی,tabshii
گفتگو,guftugo
ہدیا,Hadya
پرانی چال,puraanii-chaal
تسلط,e
معاملہ,muamla
روگ,mein
براعظم,barr-e-aa'zam
آفاق,afaq
آویزاں,aavezaan
المعطی,al-mu'tii
خزندوں,khazindon
فغان,fughan
مولود حرم,mauluud-e-haram
تند,khwy'tund khuu
فاکُر,Fakur
مرغ انداز,murg-andaaz
نا ثابت,naa-saabit
گھبرا کر,ghabraa kar
ہدایت النساء,Hadayyat-un-Nisa
قحفی,qihfii-'asb
مقبولیت عام,maqbuuliyat-e-'aam
جمادپرستی,jamaad-parastii
مقامی,maqaamii
ناظر مدارس,naazir-e-madaaris
کراچی,karachi
پردہ پوش,pardaa-posh
پھول پات,phuul-paat
زائن,Zayn
صاحب سلامت,saahab-salaamat
خون بد امان,khuun-e-bad-amaan
تالیفی کیمیا,taaliifii-kiimiyaa
نجباء,nujabaa
بختاور,Bakhtawar
بروئے,baru
برقاو,barqaav
برصغیر,bar-r-e-sagheer
انہی,inhe
خویشاوندی,khveshaavandii
مداین,madaayan
ادھڑو,udhadvaanaa
دوسرے,phir
تھیلا,thailaa
رہ رہ,ra ra kar
پھاڑا,phada
ابودھ,abodh
منطبع,mutabe'
پس نوشہ,pas-nausha
یاسمیہ,Yasmia
سانس,lynsaans leyna
بڈا,badaa
چوگوشیا,chau-goshiyaa
گریں,giren
بھونہرا,bhuunharaa
بال خورا,baal-khoraa
سپست,sapist
مرکز اعصاب,markaz e ^saab
داود,daav denaa
ضابطہ,Zabitah
کیا,hoga
ساعی,saa^
نقاط,nuqaat
گیا گزرا,gayaa-guzraa
عمل نامہ,amal-naama
اینڈ,iindavaa
نویدی,navedii
چٹ چٹ,chat-chat
شواد,Shivad
بدعقل,bad-'aql
مہرین,Mehreen
گل زیبا,Gulzaiba
کیا,jawaab
پونچھڑی,puunchhdii
پاگا,paagaa
پانچ بڑے,paanch-bade
پرہیز,parhezgaaro
مطبی نفسیات,matabii-nafsiyaat
رواں آمدنی,ravaan-aamadanii
عجائز,ajaaiz
گپھا,guppha
ناہید,Naaheed
جڑیلا پن,jadiilaa-pan
ننگے بھوکے,nange-bhuuke
تغرہ,Ta'aghrah
ناچاق,naachaaq
میکانیکی,mechanici
منصبدار,mansab-e-daar
دروزی,Darozi
شپڑ شپڑ,shapad-shapad
بھکوسنا,bhakosnaa
نازیدہ,Nazeeda
الحديث,al-hadees
آفریدی,afridi
ملکوتی عنصر,malakuutii-'ansar
شمش,shamshiir-e-pahn
سورج,sooraj
نگرانی,nigraaani
مکیر,muker
بھ,bhayaanak khelaaf
تیرا,aur
راعنہ,raahnaa
نظریں,nazren
انورسداۃ,Anwarussadat
حالت موجودہ,haalat-e-maujuuda
عادل,adil
شب وعدہ,shab-e-vaa'da
لوٹر,lotar
متوسط,Mutwast
نے,moosa
مقابلہ,muqabila
رسال,Risal
باندی,Bandi
اڑتالیسواں,adtaaliisvaan
ذوقافیتین,zuu-qaafiyatain
گالیاں,galian
دوات,davaat
ترشن,tarshan
مزارع,mazaare'
تحویل امانتی,tahviil-e-amaanatii
میلاد,milaad
تئیس,taais
حاشیہ برداروں,haashiya-bardaaron
الفاریز,alfaa-rez
زانو بند,zaanuu-band
مقننہ,muqannina
تنکے کا سہارا,tinke kaa sahaaraa
اچھو,uchchhuu
خود,khud daari
عجل,ijl
مؤرخ,moarakh
نقل گیر مشین,naql-giir-machine
بیرونی,bairuunii
فرازین,Farazeen
طواف وداع,tavaaf-e-vidaa'
پانچوں وقت,paanchon-vaqt
ویژن,vision
کی,raah
خستہ رواں,khasta-ruuvaan
ایزاد,Izad
جہان افیرین,Jahanafirin
شجر,shajar
افتان,Aftan
وارہ,Warah
شرپسندوں,shar-pasandon
خاتمہ,khatma
لعنت,ki
صاحب مسند,saahib-e-masnad
برسنا,barasnaa
نگہت گل,nighat-e-gul
رینگتا,rengta
دیش,desh
کے قریب,ke qareeb
جہانیjañg,jahaani
جذبے,jazbe
حساب کتاب,hisaab-kitaab
ہدایات دینا,hidayaat
تجزیے,tajurbe
باقاعدہ,baqayeda
افسانوی,afsaanvi
جکڑ,jakad
تگی,taggii
سالما,saaliman
مخطوطات,makhtutat
المعجم,al-mujam
طبلچی کیکڑا,tabalchii-kekdaa
نحو,nahw
پسند,pasanad
مار,mar
زیرک,ziirak
دو رخی پالیسی,do-rukhii-policy
جگرہ,jigra
پھونکیں,phunken
محبت,mohabbad
گٹھ کر,gath kar
تھرانا,tharaana
بٹی,bati
کئے،,kiye
نمٹنے,se
ویٹریس,waitress
الحاف,ilhaaf
موزوں قامت,mauzuun-qaamat
تفاخر,tafaakhur
تزویج الحرفی,tazviij-ul-harfii
بنے,banegi
شہوانیات,shahvaaniyaat
کاف,kaaf
آرندہ,Aarinda
عقیدہ,aqiidah
کالا تیتر,kaalaa-tiitar
ضو بخش,zau-bakhsh
تیع,tiya
نیلوفر,Neelofar
پاچپی,paa-chappii
مخصی,makhsaa
چاہے,chaahe
میٹھی گالی,miithii-gaalii
کھوج مٹا,khoj-mitaa
ضروری,khr
اوقاف,auqaaf
مٹاتا,mitata
پٹی,piti
ہوم,home
جماع,jima
گارڈن,garden-house
ھو,ho
تحلف,tahalluf
نشے,my nashey
بھبھک,bhabhak
مرابطہ,muraabata
اختیار,allah
زاچہ,zaacha
دربار حرم,darbaar-e-haram
پرنسز,princes
بد ترکیب,bad-tarkiib
گراںگیر,giraan-giir
اعصاب زدہ,aa'saab-zada
ناخن گیری,naakhun-giirii
مومیں,momiin
عمدگی,umdagi
راقیہ,raaqiya
شمسی,shamshi
چیکر,checker
کشتہ,kushta
نوشاب,Noshab
چاہ بابل کا دھواں,chaah-e-baabil kaa duud
نئی,naii
گھوڑے,ghode
گدازندہ,gudaazinda
مدار نجات,madaar-e-najaat
باقرخانی,baaqar-khaanii
مسوڑا,masuura
صفاہانی,sifaa-haanii
کنیت,Kunniyat
خردمندی,khirad-mandii
جدیر,Jadeer
دمیشا,Damisha
کوڑاکرکٹ,kuudaa-karkat
بے,karde
آقا,aaqaa
بحری تار,bahrii-taar
کھرچ,khurach
نشانیاں,nishaaniya
عجائب المخلوقات,ajaaib-ul-makhluuqaat
مدورہ,midvara
بسوریا,bisuuriyaa
کیفر کردار,kaifar-e-kirdaar
پریشان,hly
لشکری,lashkari
ڈالیں,daale
رصین,Rasien
مورخ,mowarrikh
جیڑے,jere
کھینچ,khinch
انجمن,Anjaman
نازندہ,naazinda
مدرکات,mudrikaat
لچکہ,lachka
جھنکھت,jhankht
احکامات,matluuba-ahkaamaat
نسخوں,nuskhon
زیر زبان,zer-e-zabaan
نخستین,nukhastiin
چبک,chabak
ڈارون,darwen
مجھ,liye
حصانت,hisaanat
خرسو,khursuu
عزیزو,azizo
نچھتر,nachhattar
درّہ,Durrah
ایالت,iyaalat
گلہری,gilahrii
فوق العادت,fauq-ul-'aadat
نیرنگ خیال,nairang-e-khayaal
مرثیے,marsiyae
رکنے,rukne
گورخر,gorkhar
کھرتال,khur-taal
تلونچی,tilaunchii
تنبیانا,tambiyaanaa
8,8
بوریل,boriel
ظالموں,ko
چشمہ حیوان,sar-chashma-e-haivaan
لٹھ مار,lath-maar
واقعہ,vaaqi'a
سنگ معدنsañg,e ma^dan gardens
کرنسیوں,krnsyon
انقلاب,inqilab
طفیلی تطابق,tufailii-tataabuq
میں,koyi
بیگانی,Begaani
ساعد,saa^id
مونا,muunaa
پروجیکٹر,projector
رشا,rishaa
مزار,mazaar
نکتہ جو,nukta-juu
ہمارے,woh
اللہ مارا,allaah-maaraa
مقداری,miqdaarii
کو,azeem
نمبر ز,numbers
دھیرے دھیرے,dhiire-dhiire
حاکمانہ,haakimaanah farmaaish
الصغیر,al-sagheer
سے,haya
رریا,riryaanaa
داخلہ,daakhla
تعین,taayun
راج دربار,raaj-darbaar
ذہنی نقشہ,zehnii-naqsha
چیپ,chiip
دوسروں,dosron
غزال چشم,Ghazal-e-Chashm
دھم دھما دھم,dham-dhamaa-dham
علفہ,Ulfa
فراشانہ,farraashaana
اولاہنا,uulaahnaa
برسرراہ,bar-sar-e-raah
یدطولی,yad-e-tuulaa
سکریٹری,secretary
محود,Mahood
گشتسپ,Gushtasp
بد نظمی,bad-nazmii
معاوضہ بالمثل,mu'aavaza-bil-misl
چھیڑتی,chhedti
معبوث,mabus
دمبک,dumbak
نالپسندیدگی,napasanddeedgi
زور بیان,zor-e-bayaan
اہرام مصر,ahraam-e-misr
تلاش کار,talaash-kaar
